month	carrier	airport	arr_delay	weather_delay	nas_delay
11	MQ	BIS	no_delay	no_delay	no_delay	OnTime
11	MQ	CLT	very_long	very_long	very_long	Delayed
11	MQ	GJT	very_long	long	medium	Delayed
11	MQ	GRK	very_long	short	very_long	Delayed
11	MQ	JFK	very_long	short	very_long	Delayed
11	MQ	LAW	medium	no_delay	no_delay	OnTime
11	MQ	MAF	no_delay	no_delay	no_delay	OnTime
11	MQ	ROC	very_long	very_long	very_long	Delayed
11	MQ	STL	very_long	medium	very_long	Delayed
11	MQ	TOL	very_long	medium	very_long	Delayed
11	NK	AVL	very_long	no_delay	very_long	Delayed
11	NK	CMH	very_long	no_delay	very_long	Delayed
11	NK	GSO	very_long	no_delay	long	Delayed
11	NK	MSY	very_long	long	very_long	Delayed
11	OH	BGR	long	no_delay	no_delay	OnTime
11	OH	ROA	no_delay	nan	nan	OnTime
11	OO	EGE	very_long	very_long	very_long	Delayed
11	OO	FAY	very_long	medium	long	Delayed
11	OO	HLN	very_long	medium	very_long	Delayed
11	OO	MCI	very_long	very_long	very_long	Delayed
11	OO	MFR	very_long	very_long	very_long	Delayed
11	OO	ONT	very_long	medium	very_long	Delayed
11	OO	PUB	very_long	no_delay	long	Delayed
11	PT	ART	very_long	no_delay	long	Delayed
11	PT	FWA	very_long	medium	long	Delayed
11	QX	GTF	long	no_delay	medium	OnTime
11	UA	CMH	very_long	medium	very_long	Delayed
11	UA	MDT	very_long	long	long	Delayed
11	UA	RSW	very_long	very_long	very_long	Delayed
11	UA	SAV	very_long	no_delay	long	Delayed
11	UA	SNA	very_long	long	very_long	Delayed
11	UA	SRQ	very_long	medium	long	Delayed
11	UA	TPA	very_long	very_long	very_long	Delayed
11	WN	DCA	nan	very_long	very_long	Delayed
11	WN	GRR	very_long	no_delay	long	Delayed
11	WN	LGA	nan	long	very_long	Delayed
11	WN	OKC	very_long	medium	very_long	Delayed
11	YV	CRP	very_long	very_long	very_long	Delayed
11	YV	DRO	very_long	no_delay	long	Delayed
11	YV	MFE	very_long	no_delay	long	Delayed
11	YV	MKE	very_long	no_delay	long	Delayed
11	YV	OMA	very_long	no_delay	no_delay	Delayed
11	YV	PWM	very_long	no_delay	no_delay	Delayed
11	YV	RNO	very_long	no_delay	long	Delayed
11	YX	CRP	no_delay	no_delay	no_delay	OnTime
11	YX	IND	nan	long	very_long	Delayed
11	YX	MIA	very_long	medium	very_long	Delayed
11	YX	PWM	very_long	medium	medium	Delayed
11	ZW	AZO	very_long	medium	very_long	Delayed
11	ZW	CHA	very_long	short	long	Delayed
11	ZW	CRW	very_long	very_long	very_long	Delayed
11	ZW	MKE	very_long	medium	very_long	Delayed
11	ZW	ORD	nan	very_long	nan	Delayed
11	ZW	SBN	long	no_delay	medium	OnTime
10	9E	CLT	very_long	no_delay	very_long	Delayed
10	9E	FNT	long	no_delay	no_delay	OnTime
10	9E	PBI	very_long	no_delay	long	Delayed
10	9E	SYR	very_long	long	very_long	Delayed
10	AA	ANC	medium	no_delay	no_delay	OnTime
10	AA	CMH	very_long	very_long	very_long	Delayed
10	AA	LBB	very_long	medium	long	Delayed
10	AA	SAV	very_long	very_long	very_long	Delayed
10	AS	BUR	very_long	no_delay	very_long	Delayed
10	AS	SAN	very_long	very_long	very_long	Delayed
10	AS	SEA	nan	very_long	nan	Delayed
10	AS	SFO	nan	very_long	very_long	Delayed
10	AX	CLE	very_long	no_delay	long	Delayed
10	AX	SDF	very_long	no_delay	very_long	Delayed
10	AX	TVC	very_long	no_delay	very_long	Delayed
10	B6	BQN	very_long	no_delay	long	Delayed
10	B6	CLE	very_long	no_delay	long	Delayed
10	B6	JFK	nan	very_long	very_long	Delayed
10	B6	SEA	very_long	no_delay	very_long	Delayed
10	C5	PHL	long	long	medium	OnTime
10	C5	RIC	very_long	no_delay	medium	Delayed
10	DL	AUS	very_long	long	very_long	Delayed
10	DL	DSM	very_long	medium	long	Delayed
10	DL	ICT	very_long	no_delay	medium	Delayed
10	DL	KOA	long	no_delay	no_delay	OnTime
10	DL	PHL	very_long	long	very_long	Delayed
10	DL	SDF	very_long	short	medium	Delayed
10	EV	AUS	no_delay	no_delay	no_delay	OnTime
10	EV	CRP	very_long	no_delay	very_long	Delayed
10	EV	ICT	very_long	no_delay	very_long	Delayed
10	EV	LFT	very_long	long	very_long	Delayed
10	EV	TYS	very_long	very_long	very_long	Delayed
10	F9	BKG	medium	no_delay	medium	OnTime
10	F9	CHS	very_long	short	very_long	Delayed
10	F9	CMH	very_long	no_delay	long	Delayed
10	F9	OKC	very_long	no_delay	long	Delayed
10	F9	OMA	very_long	no_delay	long	Delayed
10	F9	SJC	very_long	no_delay	very_long	Delayed
10	G4	GSP	very_long	no_delay	long	Delayed
10	G4	OMA	very_long	no_delay	long	Delayed
10	G4	RNO	long	no_delay	short	OnTime
10	G4	ROA	very_long	medium	short	Delayed
10	G4	SAN	long	no_delay	long	OnTime
10	G4	SAV	very_long	no_delay	long	Delayed
10	G4	SFB	nan	long	very_long	Delayed
10	G4	TYS	very_long	no_delay	very_long	Delayed
10	G7	DAY	very_long	short	medium	Delayed
10	G7	SAT	very_long	long	very_long	Delayed
10	MQ	CHO	very_long	no_delay	very_long	Delayed
10	MQ	DTW	very_long	no_delay	very_long	Delayed
10	MQ	FAY	very_long	no_delay	long	Delayed
10	MQ	HTS	very_long	no_delay	medium	Delayed
10	MQ	LRD	very_long	long	very_long	Delayed
10	MQ	STL	very_long	no_delay	very_long	Delayed
10	NK	GSO	medium	short	short	OnTime
10	NK	PDX	long	no_delay	medium	OnTime
10	OH	DCA	nan	very_long	very_long	Delayed
10	OH	GNV	very_long	long	long	Delayed
10	OH	GSO	very_long	long	very_long	Delayed
10	OH	IND	very_long	no_delay	very_long	Delayed
10	OH	PIA	very_long	long	long	Delayed
10	OH	RIC	very_long	no_delay	medium	Delayed
10	OO	ABQ	very_long	medium	very_long	Delayed
10	OO	AVL	very_long	very_long	very_long	Delayed
10	OO	BRD	long	no_delay	medium	OnTime
10	OO	CPR	medium	no_delay	short	OnTime
10	OO	GFK	very_long	very_long	long	Delayed
10	OO	GRB	very_long	medium	very_long	Delayed
10	OO	ITH	very_long	very_long	medium	Delayed
10	OO	LAN	very_long	no_delay	very_long	Delayed
10	OO	LAW	very_long	no_delay	long	Delayed
10	OO	LWB	very_long	very_long	very_long	Delayed
10	OO	MFR	very_long	short	very_long	Delayed
10	OO	PDX	very_long	very_long	very_long	Delayed
10	OO	RDD	very_long	no_delay	medium	Delayed
10	OO	SYR	very_long	no_delay	very_long	Delayed
10	PT	MKE	very_long	no_delay	very_long	Delayed
10	QX	BUR	very_long	no_delay	no_delay	Delayed
10	UA	HNL	very_long	very_long	very_long	Delayed
10	UA	MKE	long	no_delay	long	OnTime
10	WN	CLE	very_long	medium	very_long	Delayed
10	WN	CMH	very_long	medium	very_long	Delayed
10	WN	CRP	very_long	medium	long	Delayed
10	WN	FLL	nan	very_long	very_long	Delayed
10	WN	GEG	very_long	medium	very_long	Delayed
10	WN	OMA	very_long	long	very_long	Delayed
10	WN	ORF	very_long	no_delay	long	Delayed
10	WN	SEA	nan	very_long	very_long	Delayed
10	WN	SFO	nan	long	very_long	Delayed
10	YV	AMA	very_long	very_long	long	Delayed
10	YV	CLE	very_long	long	long	Delayed
10	YV	HSV	very_long	very_long	very_long	Delayed
10	YV	JAX	very_long	medium	very_long	Delayed
10	YV	LFT	very_long	long	very_long	Delayed
10	YV	ROC	very_long	long	no_delay	Delayed
10	YV	TUL	very_long	very_long	very_long	Delayed
10	YX	BUF	very_long	very_long	very_long	Delayed
10	YX	DSM	very_long	long	very_long	Delayed
10	YX	HHH	very_long	medium	long	Delayed
10	YX	LFT	very_long	very_long	long	Delayed
10	YX	LGA	nan	very_long	nan	Delayed
10	YX	MEM	very_long	medium	very_long	Delayed
10	YX	MHT	very_long	medium	long	Delayed
10	YX	MSP	very_long	no_delay	very_long	Delayed
10	ZW	EVV	very_long	medium	very_long	Delayed
10	ZW	IAD	very_long	long	very_long	Delayed
10	ZW	IND	very_long	no_delay	long	Delayed
9	9E	DCA	very_long	very_long	very_long	Delayed
9	9E	MGM	very_long	medium	very_long	Delayed
9	9E	MSY	very_long	medium	very_long	Delayed
9	9E	SHV	very_long	short	long	Delayed
9	9E	TVC	very_long	no_delay	very_long	Delayed
9	AA	ATL	nan	very_long	very_long	Delayed
9	AA	BOS	nan	very_long	nan	Delayed
9	AA	CAE	very_long	long	long	Delayed
9	AA	EWR	nan	very_long	very_long	Delayed
9	AA	FLL	very_long	very_long	very_long	Delayed
9	AA	MDT	very_long	long	long	Delayed
9	AA	RNO	very_long	very_long	very_long	Delayed
9	AA	SEA	nan	very_long	very_long	Delayed
9	AS	ADQ	medium	no_delay	short	OnTime
9	AS	BWI	very_long	no_delay	very_long	Delayed
9	AS	MCI	medium	no_delay	medium	OnTime
9	AS	PHX	very_long	no_delay	long	Delayed
9	AS	SNA	very_long	no_delay	very_long	Delayed
9	AX	CHS	very_long	no_delay	medium	Delayed
9	AX	JFK	very_long	long	very_long	Delayed
9	AX	MCI	medium	no_delay	no_delay	OnTime
9	B6	BOS	nan	very_long	nan	Delayed
9	B6	MCO	nan	medium	very_long	Delayed
9	B6	OAK	very_long	no_delay	long	Delayed
9	B6	ORD	very_long	short	very_long	Delayed
9	B6	PHX	very_long	long	very_long	Delayed
9	B6	SMF	very_long	medium	very_long	Delayed
9	C5	BDL	very_long	no_delay	long	Delayed
9	C5	JAX	very_long	no_delay	long	Delayed
9	C5	PQI	very_long	no_delay	long	Delayed
9	C5	ROC	very_long	no_delay	very_long	Delayed
9	CP	ABQ	very_long	no_delay	medium	Delayed
9	DL	DTW	nan	very_long	very_long	Delayed
9	DL	FAI	very_long	no_delay	medium	Delayed
9	DL	LGA	nan	very_long	nan	Delayed
9	DL	MYR	very_long	no_delay	long	Delayed
9	DL	ORF	very_long	long	very_long	Delayed
9	DL	SFO	nan	very_long	very_long	Delayed
9	DL	SJC	very_long	no_delay	very_long	Delayed
9	DL	TPA	very_long	very_long	very_long	Delayed
9	EV	ALB	long	no_delay	medium	OnTime
9	EV	CLL	very_long	very_long	very_long	Delayed
9	EV	CLT	very_long	no_delay	very_long	Delayed
9	EV	PWM	very_long	medium	very_long	Delayed
9	F9	ATL	very_long	no_delay	very_long	Delayed
9	F9	CVG	very_long	long	very_long	Delayed
9	F9	FSD	very_long	no_delay	short	Delayed
9	F9	MCI	very_long	long	long	Delayed
9	F9	MSO	very_long	no_delay	no_delay	Delayed
9	F9	SBA	long	no_delay	no_delay	OnTime
9	G4	AUS	very_long	no_delay	medium	Delayed
9	G4	BLI	very_long	no_delay	long	Delayed
9	G4	DEN	very_long	no_delay	short	Delayed
9	G4	FSD	very_long	no_delay	short	Delayed
9	G4	GTF	long	medium	medium	OnTime
9	G4	LAX	very_long	no_delay	short	Delayed
9	G4	MFR	very_long	no_delay	medium	Delayed
9	G4	PGD	very_long	long	very_long	Delayed
9	G4	ROC	no_delay	no_delay	no_delay	OnTime
9	G7	CHS	very_long	short	short	Delayed
9	G7	MKE	no_delay	no_delay	no_delay	OnTime
9	G7	SAV	no_delay	nan	nan	OnTime
9	G7	SDF	no_delay	no_delay	no_delay	OnTime
9	HA	SAN	very_long	medium	no_delay	Delayed
9	MQ	ALB	very_long	medium	long	Delayed
9	MQ	BIL	very_long	no_delay	long	Delayed
9	MQ	BTV	very_long	medium	very_long	Delayed
9	MQ	CID	very_long	very_long	very_long	Delayed
9	MQ	GNV	long	no_delay	short	OnTime
9	MQ	HSV	very_long	long	long	Delayed
9	MQ	ILM	very_long	no_delay	very_long	Delayed
9	MQ	LEX	very_long	long	very_long	Delayed
9	MQ	LIT	very_long	very_long	very_long	Delayed
9	NK	BOS	very_long	long	very_long	Delayed
9	NK	LAS	nan	very_long	very_long	Delayed
9	OH	CHO	very_long	very_long	long	Delayed
9	OO	ACV	very_long	very_long	long	Delayed
9	OO	DSM	very_long	long	long	Delayed
9	OO	FSM	very_long	short	long	Delayed
9	OO	ITH	very_long	medium	long	Delayed
9	OO	MEI	very_long	medium	very_long	Delayed
9	OO	MGM	very_long	medium	very_long	Delayed
9	OO	MQT	very_long	very_long	very_long	Delayed
9	OO	MSN	very_long	very_long	very_long	Delayed
9	OO	PUB	very_long	no_delay	medium	Delayed
9	OO	RNO	very_long	no_delay	long	Delayed
9	OO	SBP	very_long	no_delay	very_long	Delayed
9	OO	SGU	very_long	medium	long	Delayed
9	OO	STL	very_long	medium	very_long	Delayed
9	OO	TYS	very_long	very_long	very_long	Delayed
9	PT	AVL	no_delay	no_delay	no_delay	OnTime
9	PT	PWM	very_long	long	very_long	Delayed
9	QX	BOI	very_long	no_delay	long	Delayed
9	QX	MSP	very_long	no_delay	long	Delayed
9	QX	SUN	long	no_delay	long	OnTime
9	UA	BWI	very_long	long	very_long	Delayed
9	UA	CMH	very_long	medium	long	Delayed
9	UA	MCI	very_long	very_long	very_long	Delayed
9	UA	RNO	very_long	medium	long	Delayed
9	UA	SPN	medium	no_delay	medium	OnTime
9	WN	ATL	nan	very_long	very_long	Delayed
9	WN	AUS	nan	very_long	very_long	Delayed
9	WN	TUS	very_long	long	long	Delayed
9	YV	BOI	very_long	long	medium	Delayed
9	YV	CLT	very_long	very_long	very_long	Delayed
9	YV	DAY	no_delay	no_delay	no_delay	OnTime
9	YV	PIT	very_long	long	long	Delayed
9	YV	PVD	very_long	long	medium	Delayed
9	YV	SLC	very_long	long	long	Delayed
9	YX	IAD	very_long	long	short	Delayed
9	YX	RAP	no_delay	no_delay	no_delay	OnTime
9	YX	RIC	very_long	no_delay	long	Delayed
9	YX	SDF	very_long	very_long	very_long	Delayed
9	ZW	ATW	very_long	short	very_long	Delayed
9	ZW	AVP	very_long	short	long	Delayed
9	ZW	CHO	very_long	long	very_long	Delayed
9	ZW	DEN	very_long	no_delay	no_delay	Delayed
9	ZW	GSO	very_long	very_long	very_long	Delayed
9	ZW	GSP	very_long	medium	long	Delayed
8	9E	ABE	medium	short	no_delay	OnTime
8	9E	ALB	very_long	no_delay	no_delay	Delayed
8	9E	ATL	nan	very_long	very_long	Delayed
8	9E	AVL	very_long	very_long	long	Delayed
8	9E	DSM	very_long	very_long	very_long	Delayed
8	9E	FAY	very_long	short	very_long	Delayed
8	9E	RAP	no_delay	no_delay	no_delay	OnTime
8	AA	BTV	very_long	medium	very_long	Delayed
8	AA	EWR	nan	very_long	very_long	Delayed
8	AA	KOA	very_long	very_long	long	Delayed
8	AA	SAV	very_long	no_delay	long	Delayed
8	AX	IDA	very_long	long	medium	Delayed
8	AX	MTJ	very_long	medium	very_long	Delayed
8	AX	ROA	very_long	medium	long	Delayed
8	AX	ROC	very_long	very_long	long	Delayed
8	B6	BWI	very_long	long	very_long	Delayed
8	B6	LAX	very_long	very_long	very_long	Delayed
8	C5	ACK	very_long	very_long	long	Delayed
8	C5	ELM	very_long	no_delay	very_long	Delayed
8	CP	RDM	very_long	no_delay	very_long	Delayed
8	DL	CHO	very_long	medium	no_delay	Delayed
8	DL	CVG	very_long	very_long	very_long	Delayed
8	DL	KOA	very_long	no_delay	long	Delayed
8	DL	OAK	very_long	long	long	Delayed
8	DL	PHX	very_long	very_long	very_long	Delayed
8	DL	SAT	very_long	very_long	very_long	Delayed
8	DL	TPA	nan	very_long	very_long	Delayed
8	DL	TRI	very_long	short	medium	Delayed
8	DL	XNA	very_long	long	long	Delayed
8	EV	AVL	very_long	long	long	Delayed
8	EV	AVP	very_long	no_delay	medium	Delayed
8	EV	CAK	very_long	medium	very_long	Delayed
8	EV	CRP	very_long	no_delay	short	Delayed
8	EV	HSV	very_long	long	long	Delayed
8	EV	IND	very_long	very_long	very_long	Delayed
8	EV	MLI	very_long	no_delay	long	Delayed
8	EV	TYS	very_long	very_long	very_long	Delayed
8	F9	BOI	very_long	no_delay	long	Delayed
8	F9	FSD	long	no_delay	medium	OnTime
8	G4	AUS	very_long	long	long	Delayed
8	G4	AVL	very_long	very_long	very_long	Delayed
8	G4	EWR	very_long	no_delay	very_long	Delayed
8	G4	FCA	long	no_delay	medium	OnTime
8	G4	ROA	long	medium	short	OnTime
8	G7	JAC	very_long	no_delay	no_delay	Delayed
8	G7	PBI	long	no_delay	short	OnTime
8	G7	ROC	very_long	no_delay	medium	Delayed
8	MQ	BRO	no_delay	nan	nan	OnTime
8	MQ	GNV	very_long	long	long	Delayed
8	MQ	HTS	very_long	medium	long	Delayed
8	MQ	JAN	very_long	no_delay	medium	Delayed
8	MQ	LBB	very_long	medium	long	Delayed
8	MQ	MHK	very_long	long	very_long	Delayed
8	NK	CRW	no_delay	no_delay	no_delay	OnTime
8	NK	EWR	nan	very_long	very_long	Delayed
8	NK	MCI	very_long	no_delay	very_long	Delayed
8	OH	CAK	very_long	very_long	very_long	Delayed
8	OH	CMH	very_long	very_long	very_long	Delayed
8	OH	HSV	very_long	very_long	very_long	Delayed
8	OO	AUS	very_long	medium	very_long	Delayed
8	OO	BGR	no_delay	no_delay	no_delay	OnTime
8	OO	BTV	very_long	no_delay	short	Delayed
8	OO	CKB	very_long	very_long	very_long	Delayed
8	OO	EVV	very_long	no_delay	long	Delayed
8	OO	FWA	nan	very_long	very_long	Delayed
8	OO	GRK	very_long	no_delay	medium	Delayed
8	OO	HDN	long	no_delay	medium	OnTime
8	OO	OAJ	very_long	short	medium	Delayed
8	OO	PBG	long	no_delay	medium	OnTime
8	OO	PDX	very_long	very_long	very_long	Delayed
8	OO	PSC	very_long	short	long	Delayed
8	OO	PUB	very_long	long	long	Delayed
8	OO	PVD	very_long	no_delay	medium	Delayed
8	OO	SWF	very_long	medium	long	Delayed
8	PT	BGR	very_long	no_delay	very_long	Delayed
8	PT	BWI	very_long	no_delay	long	Delayed
8	PT	CAE	very_long	long	very_long	Delayed
8	PT	IND	long	no_delay	no_delay	OnTime
8	PT	TYS	very_long	no_delay	long	Delayed
8	UA	JAC	very_long	long	very_long	Delayed
8	UA	SNA	very_long	very_long	very_long	Delayed
8	WN	DCA	nan	very_long	very_long	Delayed
8	WN	MHT	very_long	long	very_long	Delayed
8	YV	GUC	very_long	no_delay	no_delay	Delayed
8	YV	ORF	very_long	very_long	very_long	Delayed
8	YV	SAV	very_long	no_delay	no_delay	Delayed
8	YX	BRO	very_long	medium	short	Delayed
8	YX	CLE	very_long	medium	very_long	Delayed
8	YX	GRR	very_long	no_delay	very_long	Delayed
8	YX	LEX	very_long	no_delay	long	Delayed
8	YX	MSY	very_long	very_long	very_long	Delayed
8	YX	TUL	medium	no_delay	no_delay	OnTime
8	ZW	CLE	no_delay	no_delay	no_delay	OnTime
8	ZW	CWA	very_long	very_long	long	Delayed
7	WN	RIC	very_long	long	long	Delayed
7	WN	ROC	very_long	very_long	medium	Delayed
7	WN	RSW	very_long	long	very_long	Delayed
7	YV	AUS	very_long	very_long	very_long	Delayed
7	YV	CHS	very_long	very_long	very_long	Delayed
7	YV	MCI	very_long	very_long	very_long	Delayed
7	YV	MKE	very_long	very_long	medium	Delayed
7	YV	RNO	very_long	long	very_long	Delayed
7	YX	DSM	very_long	short	very_long	Delayed
7	YX	HHH	very_long	long	long	Delayed
7	YX	MKE	very_long	no_delay	very_long	Delayed
7	YX	PHL	nan	very_long	very_long	Delayed
7	YX	PNS	very_long	medium	very_long	Delayed
7	ZW	DSM	very_long	short	long	Delayed
7	ZW	GSO	very_long	very_long	very_long	Delayed
7	ZW	GSP	very_long	very_long	very_long	Delayed
7	ZW	ILM	very_long	very_long	very_long	Delayed
7	ZW	OKC	medium	no_delay	no_delay	OnTime
7	ZW	TUL	very_long	no_delay	medium	Delayed
7	9E	ALB	no_delay	no_delay	no_delay	OnTime
7	9E	IAD	very_long	long	very_long	Delayed
7	AA	BWI	nan	very_long	very_long	Delayed
7	AA	ELP	very_long	very_long	very_long	Delayed
7	AA	EWR	nan	very_long	nan	Delayed
7	AA	JFK	nan	very_long	nan	Delayed
7	AA	OGG	very_long	no_delay	very_long	Delayed
7	AA	PNS	very_long	no_delay	very_long	Delayed
7	AA	SBA	very_long	no_delay	medium	Delayed
7	AS	AKN	medium	no_delay	short	OnTime
7	AS	BOI	medium	no_delay	medium	OnTime
7	AS	DCA	very_long	no_delay	very_long	Delayed
7	AS	DLG	medium	no_delay	short	OnTime
7	AS	JFK	very_long	no_delay	very_long	Delayed
7	AX	DSM	very_long	no_delay	medium	Delayed
7	AX	FSD	very_long	medium	very_long	Delayed
7	AX	PWM	very_long	short	long	Delayed
7	B6	HOU	very_long	no_delay	long	Delayed
7	B6	ORD	very_long	long	very_long	Delayed
7	B6	SLC	very_long	very_long	very_long	Delayed
7	C5	GSP	very_long	long	long	Delayed
7	C5	MDT	very_long	long	very_long	Delayed
7	CP	DFW	very_long	long	very_long	Delayed
7	CP	IAH	long	no_delay	medium	OnTime
7	DL	BWI	very_long	very_long	very_long	Delayed
7	DL	DAB	very_long	very_long	very_long	Delayed
7	DL	FCA	very_long	no_delay	medium	Delayed
7	DL	LFT	very_long	long	long	Delayed
7	DL	MDW	very_long	long	very_long	Delayed
7	DL	MSY	very_long	very_long	very_long	Delayed
7	DL	OMA	very_long	long	long	Delayed
7	DL	ORF	very_long	very_long	very_long	Delayed
7	EV	DFW	nan	no_delay	very_long	Delayed
7	EV	ILM	no_delay	no_delay	no_delay	OnTime
7	EV	MLI	very_long	no_delay	very_long	Delayed
7	EV	PWM	very_long	very_long	very_long	Delayed
7	EV	SAF	very_long	no_delay	long	Delayed
7	F9	ABQ	very_long	no_delay	very_long	Delayed
7	F9	CLT	very_long	long	very_long	Delayed
7	F9	TYS	very_long	medium	short	Delayed
7	G4	AZA	very_long	very_long	very_long	Delayed
7	G4	FLL	nan	very_long	very_long	Delayed
7	G4	MKE	very_long	long	medium	Delayed
7	G4	MRY	long	no_delay	long	OnTime
7	G7	ROC	very_long	no_delay	short	Delayed
7	HA	OAK	very_long	no_delay	no_delay	Delayed
7	MQ	AVP	very_long	no_delay	very_long	Delayed
7	MQ	BOI	long	no_delay	long	OnTime
7	MQ	CMH	very_long	very_long	very_long	Delayed
7	MQ	ORF	very_long	very_long	very_long	Delayed
7	MQ	PBI	very_long	no_delay	long	Delayed
7	MQ	PIT	very_long	long	very_long	Delayed
7	NK	IAH	very_long	very_long	very_long	Delayed
7	NK	LAS	nan	very_long	nan	Delayed
7	NK	LAX	nan	very_long	very_long	Delayed
7	NK	MCI	very_long	no_delay	long	Delayed
7	OH	DTW	very_long	long	long	Delayed
7	OH	GSO	very_long	very_long	very_long	Delayed
7	OH	GSP	very_long	very_long	very_long	Delayed
7	OH	MOB	very_long	very_long	very_long	Delayed
7	OO	BNA	nan	very_long	very_long	Delayed
7	OO	CAK	very_long	long	very_long	Delayed
7	OO	CSG	very_long	medium	medium	Delayed
7	OO	HPN	very_long	very_long	very_long	Delayed
7	OO	JFK	nan	very_long	very_long	Delayed
7	OO	LAS	very_long	long	long	Delayed
7	OO	LGA	nan	very_long	very_long	Delayed
7	OO	LWS	very_long	no_delay	medium	Delayed
7	OO	TOL	very_long	no_delay	very_long	Delayed
7	OO	TVC	very_long	medium	very_long	Delayed
7	OO	WYS	very_long	medium	medium	Delayed
7	OO	YUM	very_long	no_delay	long	Delayed
7	PT	CRW	long	medium	long	OnTime
7	QX	BZN	very_long	no_delay	very_long	Delayed
7	QX	SNA	very_long	no_delay	long	Delayed
7	QX	YKM	very_long	short	long	Delayed
7	UA	JAC	very_long	medium	very_long	Delayed
7	UA	ORF	very_long	very_long	very_long	Delayed
7	WN	CRP	very_long	short	short	Delayed
7	WN	LGA	nan	very_long	very_long	Delayed
6	YV	SJC	no_delay	no_delay	no_delay	OnTime
6	YX	LGA	nan	very_long	nan	Delayed
6	YX	ROC	very_long	no_delay	very_long	Delayed
6	YX	STL	very_long	long	very_long	Delayed
6	YX	VPS	long	no_delay	medium	OnTime
6	ZW	HSV	very_long	long	very_long	Delayed
6	ZW	IAD	nan	very_long	very_long	Delayed
6	ZW	MDT	long	no_delay	no_delay	OnTime
6	9E	BTV	very_long	short	very_long	Delayed
6	9E	CLT	very_long	no_delay	very_long	Delayed
6	9E	DTW	nan	very_long	very_long	Delayed
6	9E	EWR	very_long	long	very_long	Delayed
6	9E	RIC	very_long	short	very_long	Delayed
6	9E	SBN	very_long	no_delay	medium	Delayed
6	9E	TVC	very_long	no_delay	long	Delayed
6	AA	GRR	very_long	long	long	Delayed
6	AA	LAX	nan	very_long	very_long	Delayed
6	AA	PHL	nan	very_long	nan	Delayed
6	AA	SJC	very_long	very_long	very_long	Delayed
6	AS	BRW	very_long	long	long	Delayed
6	AS	DAL	very_long	no_delay	very_long	Delayed
6	AS	IND	very_long	no_delay	medium	Delayed
6	AX	BDL	very_long	no_delay	long	Delayed
6	AX	IDA	very_long	long	long	Delayed
6	AX	MOT	long	no_delay	no_delay	OnTime
6	AX	SAV	very_long	medium	medium	Delayed
6	AX	TUL	very_long	medium	very_long	Delayed
6	B6	OAK	very_long	no_delay	very_long	Delayed
6	B6	SYR	very_long	long	very_long	Delayed
6	C5	ITH	very_long	medium	long	Delayed
6	C5	ROC	very_long	medium	long	Delayed
6	CP	ABQ	very_long	no_delay	medium	Delayed
6	CP	IAH	very_long	no_delay	long	Delayed
6	CP	LAS	very_long	no_delay	long	Delayed
6	CP	RDM	very_long	no_delay	long	Delayed
6	DL	ABE	very_long	long	long	Delayed
6	DL	BTV	very_long	very_long	medium	Delayed
6	DL	CRW	very_long	long	medium	Delayed
6	DL	IAD	very_long	very_long	very_long	Delayed
6	DL	IAH	very_long	very_long	very_long	Delayed
6	DL	LIH	very_long	no_delay	long	Delayed
6	DL	OMA	very_long	very_long	very_long	Delayed
6	DL	ROA	very_long	long	long	Delayed
6	DL	SAV	very_long	very_long	very_long	Delayed
6	EV	AMA	very_long	medium	long	Delayed
6	EV	BMI	very_long	no_delay	very_long	Delayed
6	EV	CVG	no_delay	no_delay	no_delay	OnTime
6	EV	ECP	very_long	no_delay	long	Delayed
6	EV	ORD	nan	very_long	nan	Delayed
6	EV	TYS	very_long	medium	very_long	Delayed
6	F9	BIS	very_long	no_delay	long	Delayed
6	F9	DEN	nan	very_long	very_long	Delayed
6	F9	PSP	very_long	no_delay	medium	Delayed
6	F9	RNO	very_long	no_delay	long	Delayed
6	F9	TYS	very_long	no_delay	medium	Delayed
6	G4	GPT	long	no_delay	short	OnTime
6	G4	IND	very_long	very_long	very_long	Delayed
6	G4	RFD	very_long	long	long	Delayed
6	G4	ROC	long	medium	short	OnTime
6	G4	TOL	very_long	long	medium	Delayed
6	G7	CPR	no_delay	no_delay	no_delay	OnTime
6	G7	EWR	very_long	medium	very_long	Delayed
6	G7	PVD	very_long	medium	long	Delayed
6	G7	PWM	long	no_delay	no_delay	OnTime
6	HA	SMF	very_long	no_delay	short	Delayed
6	MQ	AMA	very_long	long	very_long	Delayed
6	MQ	COU	very_long	long	very_long	Delayed
6	MQ	FAY	long	medium	short	OnTime
6	MQ	GRR	very_long	very_long	very_long	Delayed
6	MQ	STL	very_long	long	very_long	Delayed
6	NK	CMH	very_long	no_delay	very_long	Delayed
6	NK	MCI	very_long	no_delay	very_long	Delayed
6	OH	ABE	very_long	very_long	long	Delayed
6	OH	AUS	medium	no_delay	no_delay	OnTime
6	OH	RDU	very_long	medium	long	Delayed
6	OO	CRW	very_long	long	very_long	Delayed
6	OO	DRO	very_long	long	long	Delayed
6	OO	FLL	long	medium	short	OnTime
6	OO	GCC	very_long	medium	long	Delayed
6	OO	HIB	very_long	no_delay	medium	Delayed
6	OO	ICT	very_long	medium	very_long	Delayed
6	OO	LBL	very_long	no_delay	very_long	Delayed
6	OO	LGA	nan	very_long	very_long	Delayed
6	OO	MRY	very_long	no_delay	very_long	Delayed
